id,Prov,trade good ,latent trade good,tax,prod,manpower,terrain,Center of Trade,Local Airport,Airport,Border Crossing,Mountain Pass,Isthmus,River Tributary,River Estruary
2315,Wojciechowice,0,0,1,1,1,Farmlands,,,,,,,,
2316,Iwaniska,0,0,1,1,1,Hills,,,,,,,,
2317,Pierzchnica,0,0,1,1,1,Hills,,,,,,,,
2318,Chmielnik,0,0,#N/A,#N/A,#N/A,Hills,,,,,,,,
2319,Paleczica,Barley,0,1,1,1,Farmlands,,,,,,,,
2320,Dzialoszyce,0,0,1,1,1,Farmlands,,,,,,,,
2321,Zawichost,Fruits,0,1,1,1,Farmlands,,,,,,,,
2322,Obrazow,Vegetables,0,1,1,1,Farmlands,,,,,,,,
2323,Pinczow,0,0,2,3,3,Hills,,,,,,,,
2324,Staszow,0,0,4,4,4,Woods,,,,,,,,
2325,Miechow,Cloth,0,3,2,3,Farmlands,,,,,,,,
2326,Iwanowice,Vegetables,0,1,1,1,Farmlands,,,,,,,,
2327,Sobolew,Dairy,0,1,1,1,Grasslands,,,,,,,,
2328,Sieciechow,0,0,1,1,1,Farmlands,,,,,,,,
2329,Jastrzebia,0,0,1,1,1,Grasslands,,,,,,,,
2330,Radom,0,0,40,39,37,High Urban,,,,,,,,
2331,Kazanow,0,0,1,1,1,Grasslands,,,,,,,,
2332,Chotcza,0,0,1,1,1,Grasslands,,,,,,,,
2333,Abramow,Cattle,0,1,1,1,Farmlands,,,,,,,,
2334,Zakrzew,0,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
2335,Zyrzyn,Cloth,0,1,1,1,Farmlands,,,,,,,,
2336,Kock,Fish,0,1,1,1,Hills,,,,,,,,
2337,Jedlnia-Letnisko,0,0,1,1,2,Grasslands,,,,,,,,
2338,Gozd,0,0,1,1,1,Grasslands,,,,,,,,
2339,Michow,Grain,0,1,1,1,Farmlands,,,,,,,,
2340,Jedlinsk,0,0,2,1,2,Grasslands,,,,,,,,
2341,Skaryszew,0,0,2,1,2,Grasslands,,,,,,,,
2343,Skarzysko-Kamienna,Iron,0,#N/A,#N/A,#N/A,Urban,,,,,,,,
2344,Skarzysko Koscielne,Oil,0,1,1,1,Grasslands,,,,,,,,
2345,Oronsko,0,0,1,1,1,Grasslands,,,,,,,,
2346,Konskowola,Horses,0,1,1,1,Farmlands,,,,,,,,
2347,Pulawy,Stone,0,1,1,2,Floodplains,,,,,,,,
2348,Pokoj,Lumber,0,1,1,1,Woods,,,,,,,,
2349,Kotun,0,0,1,1,1,Grasslands,,,,,,,,
2350,Adamow,Lumber,0,1,1,1,Woods,,,,,,,,
2351,Michalowo,Vegetables,0,1,1,1,Forest,,,,,,,,
2352,Hajnowka,Grain,0,1,1,1,Farmlands,,,,,,,,
2353,Czyze,Grain,0,1,1,1,Farmlands,,,,,,,,
2354,Korczew,Grain,0,1,1,1,Grasslands,,,,,,,,
2355,City of Sokolow Podlaski,0,0,3,5,3,Grasslands,,,,,,,,
2356,CZeremcha,Confectionery,0,1,1,1,Forest,,,,,,,,
2357,City of Hajnowka,Vegetables,0,3,3,3,Woods,,,,,,,,
2358,Dubiecze Cerkiewne,Vegetables,0,1,1,1,Woods,,,,,,,,
2359,Bialowieza,Lumber,0,1,1,1,Forest,,,,,,,,
2360,Sokolow Podlaski,0,0,1,1,1,Grasslands,,,,,,,,
2361,City of Bielsk Podlaski,Iron,0,3,5,4,Urban,,,,,,,,
2362,Stredyn,0,0,1,1,1,Grasslands,,,,,,,,
2363,Milejczyce,Fur,0,1,1,1,Forest,,,,,,,,
2364,Nurzec-Stacja,Mushrooms,0,#N/A,#N/A,#N/A,Forest,,,,,,,,
2365,Jaktorow,0,0,3,1,2,Grasslands,,,,,,,,
2366,Dobre,0,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
2367,Grodzisk Mazowiecki,0,0,11,11,10,Urban,,,,,,,,
2368,Suchozebry,0,0,1,1,1,Grasslands,,,,,,,,
2369,Krynki,Vegetables,0,1,1,1,Woods,,,,,,,,
2370,Bransk,Grain,0,1,1,1,Farmlands,,,,,,,,
2405,Sztabin,Livestock,0,1,1,1,Woods,,,,,,,,
2406,Szczuczyn,Vegetables,0,1,1,1,Farmlands,,,,,,,,
2407,Wielbark,Naval supplies,0,1,1,1,Woods,,,,,,,,
2408,Kiwity,Wheat,0,1,1,1,Farmlands,,,,,,,,
2409,Nieporet,0,0,3,2,3,Farmlands,,,,,,,,
2410,Milanowek,0,0,3,1,3,Grasslands,,,,,,,,
2411,Turosl,Mushrooms,0,1,1,1,Woods,,,,,,,,
2412,Czosnow,0,0,2,3,2,Grasslands,,,,,,,,
2413,Leoncin,0,0,1,1,1,Forest,,,,,,,,
2414,Leszno,0,0,14,15,11,Grasslands,,,,,,,,
2415,Klembow,0,0,2,1,2,Grasslands,,,,,,,,
2416,Brochow,0,0,1,1,1,Woods,,,,,,,,
2417,Teresin,0,0,2,2,2,Farmlands,,,,,,,,
2418,Radzymin,0,0,6,4,5,Urban,,,,,,,,
2419,Kolbiel,0,0,1,1,1,Grasslands,,,,,,,,
2420,Debe Wielkie,0,0,2,1,2,Grasslands,,,,,,,,
2421,Tluszcz,0,0,3,1,3,Grasslands,,,,,,,,
2422,Banie Mazurskie,Pigs,0,1,1,1,Grasslands,,,,,,,,
2423,Pozezdrze,Maize,0,1,1,1,Farmlands,,,,,,,,
2424,Skepe,Iron,0,1,1,1,Forest,,,,,,,,
2425,Nasielsk,0,0,3,1,3,Grasslands,,,,,,,,
2426,Olsztynek,Pigs,0,2,3,2,Woods,,,,,,,,
2427,Rybno,0,0,1,1,1,Grasslands,,,,,,,,
2428,Siemiatycze,Livestock,0,1,1,1,Farmlands,,,,,,,,
2429,Suchowola,Livestock,0,1,1,1,Grasslands,,,,,,,,
2430,Kuznica,Iron,0,1,1,1,Forest,,,,,,,,
2431,Monki,Vegetables,0,2,1,2,Farmlands,,,,,,,,
2432,Krypno,Livestock,0,1,1,1,Woods,,,,,,,,
2433,Sokolka,Iron,0,3,3,4,Urban,,,,,,,,
2434,Wasilkow,Vegetables,0,3,1,3,Woods,,,,,,,,
2435,Kozlowo,Triticale,0,1,1,1,Grasslands,,,,,,,,
2436,Radzilow,Grain,0,1,1,1,Farmlands,,,,,,,,
2437,Zawady,Mushrooms,0,1,1,1,Forest,,,,,,,,
2438,Nidzica,Lumber,0,3,3,3,Woods,,,,,,,,
2439,Wizna,Livestock,0,1,1,1,Floodplains,,,,,,,,
2440,Czarny Dunajec,Oscypek,0,3,1,4,Highlands,,,,,,,,
2441,Suprasl,Tourists,0,2,2,3,Forest,,,,,,,,
2442,Sokoly,Apiculture,0,1,1,1,Woods,,,,,,,,
2443,Lapy,Dairy,0,3,2,3,Woods,,,,,,,,
2444,Strachowka,Grain,0,1,1,1,Forest,,,,,,,,
2445,Rybno,Fish,0,#N/A,#N/A,#N/A,Floodplains,,,,,,,,
2447,Brwinow,0,0,5,3,5,Grasslands,,,,,,,,
2448,Boleslaw,Coal,0,#N/A,#N/A,#N/A,Grasslands,,,,,,,,
2449,Wolbrom,Chemicals,0,3,4,4,Grasslands,,,,,,,,
2450,Bieliny,0,0,2,1,1,Woods,,,,,,,,
2451,Bukowno,Lumber,0,1,2,1,Woods,,,,,,,,
2452,Laczna,Iron,0,1,1,1,Woods,,,,,,,,
2453,Suchedniow,Stone,0,1,1,1,Forest,,,,,,,,
2454,Jozefow nad Wisla,Vodka,0,1,1,1,Woods,,,,,,,,
2455,Bodzechow,0,0,2,1,2,Woods,,,,,,,,
2456,Sienno,0,0,1,1,1,Farmlands,,,,,,,,
2457,Tomaszow Mazowiecki,0,0,2,1,2,Grasslands,,,,,,,,
2458,Bedkow,0,0,1,1,1,Grasslands,,,,,,,,
2459,Rzgow,Cloth,0,2,1,2,Grasslands,,,,,,,,
2460,Tuszyn,Paper,0,2,1,2,Farmlands,,,,,,,,
2461,Lodz Centrum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2462,City of Pabianice,Cloth,0,10,10,11,Urban,,,,,,,,
2463,Nowosolna,Lumber,0,1,1,1,Grasslands,,,,,,,,
2464,Lutomiersk,Lumber,0,1,1,1,Grasslands,,,,,,,,
2465,Wartkowice,0,0,1,1,1,Grasslands,,,,,,,,
2466,Moszczenica,Vegetables,0,2,1,2,Grasslands,,,,,,,,
2467,City of Brzeziny,Wool,0,1,1,2,Farmlands,,,,,,,,
2468,Dmosin,Fruits,0,1,1,1,Farmlands,,,,,,,,
2469,City of Glowno,0,0,1,1,2,Woods,,,,,,,,
2470,Strykow,0,0,3,8,2,Farmlands,,,,,,,,
2471,Chott el-Jerid,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2472,Blizn,Iron,0,1,1,1,Forest,,,,,,,,
2473,Wasniow,0,0,1,1,1,Farmlands,,,,,,,,
2474,Kozlow,Dairy,0,1,1,1,Farmlands,,,,,,,,
2475,Wodzislaw,Grain,0,1,1,1,Hills,,,,,,,,
2499,Wilkow,Livestock,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
2614,Lambinowice,Grain,0,1,1,1,Farmlands,,,,,,,,
2615,Grodkow,Horses,0,2,1,3,Farmlands,,,,,,,,
2617,Lubsza,Mushrooms,0,1,1,1,Woods,,,,,,,,
2618,Golina,0,0,1,1,2,Grasslands,,,,,,,,
2619,Korfantow,Livestock,0,1,1,1,Grasslands,,,,,,,,
2621,Miedzyborz,Dairy,0,1,1,1,Farmlands,,,,,,,,
2622,Ladek,0,0,1,1,1,Grasslands,,,,,,,,
2623,Siechnice,Vegetables,0,5,3,5,Grasslands,,,,,,,,
2624,Goluchow,0,0,1,1,2,Farmlands,,,,,,,,
2626,Czernica,Vegetables,0,3,1,4,Grasslands,,,,,,,,
2627,Dobroszyce,Lumber,0,1,1,1,Woods,,,,,,,,
2628,Odolanow,0,0,2,2,2,Grasslands,,,,,,,,
2629,Kotlin,0,0,1,1,1,Farmlands,,,,,,,,
2630,Strzalkowo,0,0,1,1,1,Farmlands,,,,,,,,
2631,Niechanowo,0,0,1,1,1,Farmlands,,,,,,,,
2632,Krosnice,Fish,0,1,1,1,Forest,,,,,,,,
2633,Dobrzyca,0,0,1,1,1,Farmlands,,,,,,,,
2634,Cieszkow,Vegetables,0,1,1,1,Grasslands,,,,,,,,
2635,Dominowo,Livestock,0,1,1,1,Farmlands,,,,,,,,
2636,Oborniki Slaskie,Livestock,0,3,2,3,Forest,,,,,,,,
2637,Miekinia,Lumber,0,3,3,3,Woods,,,,,,,,
2638,Zorawina,Grain,0,2,1,2,Grasslands,,,,,,,,
2640,Krzykosy,Grain,0,1,1,1,Grasslands,,,,,,,,
2641,Ostrzeszow,0,0,3,4,4,Woods,,,,,,,,
2642,Bierutow,Sugar,0,1,1,1,Grasslands,,,,,,,,
2643,City of Ostrow Wielkopolski,0,0,11,16,13,Urban,,,,,,,,
2644,Przygodzice,0,0,2,1,2,Forest,,,,,,,,
2645,Raszkow,0,0,2,1,2,Farmlands,,,,,,,,
2646,Gizalki,0,0,1,1,1,Forest,,,,,,,,
2647,CZermin,0,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
2648,Powidz,Grain,0,1,1,1,Forest,,,,,,,,
2649,Janikowo,0,0,2,2,2,Farmlands,,,,,,,,
2650,Kozmin Wielkopolski,0,0,2,2,2,Farmlands,,,,,,,,
2651,Jarocin,0,0,7,8,8,Urban,,,,,,,,
2652,Sulmierzyce,Grain,0,#N/A,#N/A,#N/A,Grasslands,,,,,,,,
2653,Prusice,Grain,0,1,1,1,Farmlands,,,,,,,,
2654,Mogilno,0,0,4,3,4,Farmlands,,,,,,,,
2655,Barlinek,0,0,3,3,3,Forest,,,,,,,,
2656,Klodawa,Lumber,0,1,1,2,Forest,,,,,,,,
2657,Kamiennik,Dairy,0,1,1,1,Hills,,,,,,,,
2658,Pobiedziska,0,0,3,2,4,Farmlands,,,,,,,,
2659,Kleszczowo,0,0,2,1,2,Farmlands,,,,,,,,
2660,Miejska Gorka,0,0,1,1,1,Farmlands,,,,,,,,
2661,Pogorzela,0,0,1,1,1,Farmlands,,,,,,,,
2662,Zaniemysl,Lumber,0,1,1,1,Grasslands,,,,,,,,
2663,Rawicz,Livestock,0,4,7,5,Urban,,,,,,,,
2664,Gostyn,0,0,4,7,5,Farmlands,,,,,,,,
2667,Kobyla Gora,0,0,1,1,1,Forest,,,,,,,,
2668,Namyslow,Beer,0,3,4,4,Urban,,,,,,,,
2694,Stary Lubotyn,0,0,1,1,1,Grasslands,,,,,,,,
2726,Slopnice,Grain,0,1,1,1,Hills,,,,,,,,
2727,Kamienica,Lumber,0,1,1,1,Highlands,,,,,,,,
2728,Pcim,Lumber,0,1,1,2,Forest,,,,,,,,
2729,Tokarnia,Mushrooms,0,1,1,1,Woods,,,,,,,,
2730,klaj,Apiculture,0,1,1,2,Forest,,,,,,,,
2731,Siepraw,Stone,0,1,1,1,Hills,,,,,,,,
2732,Swiatniki Gorne,Grain,0,2,1,2,Farmlands,,,,,,,,
2733,Mogilany,Grain,0,2,1,3,Farmlands,,,,,,,,
2734,Krzywcza,Vodka,0,1,1,1,Woods,,,,,,,,
2735,Medyka,Vegetables,0,1,1,1,Farmlands,,,,,,,,
2736,Krasiczyn,Lumber,0,1,1,1,Forest,,,,,,,,
2737,Telatyn,Hemp,0,1,1,1,Farmlands,,,,,,,,
2738,Horodlo,Vegetables,0,1,1,1,Farmlands,,,,,,,,
2739,Jarczow,Grain,0,1,1,1,Farmlands,,,,,,,,
2741,Raciaz,0,0,1,1,1,Grasslands,,,,,,,,
2742,Janowo,Triticale,0,1,1,1,Grasslands,,,,,,,,
2743,Kuczbork-Osada,0,0,#N/A,#N/A,#N/A,Grasslands,,,,,,,,
2744,Szrensk,0,0,1,1,1,Grasslands,,,,,,,,
2745,City of Zambrow,Iron,0,3,3,3,Urban,,,,,,,,
2746,Rzasnia,Stone,0,1,1,1,Grasslands,,,,,,,,
2750,Twarog,0,0,1,1,1,Forest,,,,,,,,
2751,Pila,0,0,11,17,13,Urban,,,,,,,,
2752,Rumia,0,0,8,5,9,Urban,,,,,,,,
2753,Somonino,0,0,2,1,2,Woods,,,,,,,,
2754,Wierzchowo,0,0,1,1,1,Forest,,,,,,,,
2755,Tarnowka,Grain,0,1,1,1,Forest,,,,,,,,
2756,Koniusza,Wheat,0,1,1,1,Farmlands,,,,,,,,
2757,Nowa Deba,0,0,2,4,3,Forest,,,,,,,,
2758,Grebow,Sulfur,0,1,1,1,Grasslands,,,,,,,,
2759,Stalowa Wola,Iron,0,10,17,10,Urban,,,,,,,,
2760,Bejsce,0,0,1,1,1,Hills,,,,,,,,
2761,Rudnik nad Sanem,Wool,0,1,1,1,Grasslands,,,,,,,,
2762,Radomysl nad Sanem,0,0,1,1,1,Woods,,,,,,,,
2763,Padew Narodowy,Cattle,0,1,1,1,Hills,,,,,,,,
2764,Bojanow,Sulfur,0,1,1,1,Farmlands,,,,,,,,
2765,Tuszow Narodowy,Vodka,0,1,1,1,Woods,,,,,,,,
2766,Lubncie,0,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
2767,Szczucin,Fruits,0,1,1,2,Farmlands,,,,,,,,
2768,Czermin,Ceramics,0,1,1,1,Hills,,,,,,,,
2769,Borowa,Wheat,0,1,1,1,Farmlands,,,,,,,,
2770,Potok Wielki,Fish,0,1,1,1,Woods,,,,,,,,
2771,Trzydnik Duzy,Grain,0,1,1,1,Farmlands,,,,,,,,
2772,Gorzyce,0,0,3,2,3,Hills,,,,,,,,
2773,Majdan Krolewski,Apiculture,0,1,1,1,Grasslands,,,,,,,,
2774,Brzostek,Barley,0,2,1,2,Farmlands,,,,,,,,
2775,Lubiena,Glass,0,1,1,1,Woods,,,,,,,,
2776,Pilzno,Iron,0,2,2,3,Grasslands,,,,,,,,
2777,Czarna,Stone,0,1,1,2,Woods,,,,,,,,
2779,Przeclaw,Stone,0,1,1,2,Grasslands,,,,,,,,
2780,Skrzyszow,Fur,0,2,1,2,Grasslands,,,,,,,,
2781,Czudec,0,0,2,1,2,Hills,,,,,,,,
2782,Debica,Chemicals,0,3,4,4,Hills,,,,,,,,
2783,Ostrow,Sugar,0,2,1,1,Farmlands,,,,,,,,
2784,Sedziszow Malopolski,Metalworking,0,3,3,4,Hills,,,,,,,,
2785,Ropczyce,Chemicals,0,4,4,5,Hills,,,,,,,,
2786,Swilcza,Wheat,0,2,1,3,Grasslands,,,,,,,,
2787,Medrzechow,Vegetables,0,1,1,1,Floodplains,,,,,,,,
2789,Glogow Malopolski,0,0,3,4,3,Woods,,,,,,,,
2790,Lisia Gora,Wheat,0,2,1,2,Farmlands,,,,,,,,
2791,Nisko,Horses,0,3,2,4,Hills,,,,,,,,
2792,Sokolow Malopolski,0,0,2,1,3,Hills,,,,,,,,
2793,Kolbuszowa,Stone,0,4,4,4,Hills,,,,,,,,
2794,Strzyzow,0,0,3,2,3,Hills,,,,,,,,
2795,Zyrakow,Metalworking,0,2,1,2,Farmlands,,,,,,,,
2796,Wisniowa,0,0,#N/A,#N/A,#N/A,Woods,,,,,,,,
2797,Rytwiany,0,0,1,1,1,Forest,,,,,,,,
2798,Busko-Zdroj,Tourists,0,4,5,5,Farmlands,,,,,,,,
2799,Polaniec,0,0,2,3,2,Hills,,,,,,,,
2800,Wislica,Tourists,0,1,1,1,Floodplains,,,,,,,,
2801,City of Krasnik,Iron,0,4,6,5,Farmlands,,,,,,,,
2802,Tuczepy,Grain,0,1,1,1,Farmlands,,,,,,,,
2803,Peclaw,Grain,0,1,1,1,Farmlands,,,,,,,,
2804,Szlichtyngowa,Grain,0,1,1,1,Farmlands,,,,,,,,
2805,Gora,Lumber,0,3,1,3,Farmlands,,,,,,,,
2806,Chrzypsko Wielkie,0,0,1,1,1,Farmlands,,,,,,,,
2807,Altagracia,Dairy,0,1,1,1,Farmlands,,,,,,,,
2808,Siedlec,0,0,1,3,2,Farmlands,,,,,,,,
2809,Zbaszyn,0,0,2,1,2,Forest,,,,,,,,
2810,Leszno,Sugar,0,2,1,2,Urban,,,,,,,,
2811,SwiSciechowa,0,0,1,1,1,Woods,,,,,,,,
2812,Wielichowo,0,0,1,1,1,Grasslands,,,,,,,,
2813,Lubon,0,0,5,3,6,Urban,,,,,,,,
2814,Kuslin,0,0,1,1,1,Farmlands,,,,,,,,
2815,Kotla,Livestock,0,1,1,1,Grasslands,,,,,,,,
2816,Zukowice,Copper,0,1,1,1,Grasslands,,,,,,,,
2817,Przemet,0,0,2,1,2,Grasslands,,,,,,,,
2818,Wijewo,0,0,1,1,1,Grasslands,,,,,,,,
2819,Bojanowo,0,0,1,1,1,Grasslands,,,,,,,,
2820,Siedlisko,Grain,0,1,1,1,Farmlands,,,,,,,,
2821,Zbaszynek,Lumber,0,1,1,1,Farmlands,,,,,,,,
2822,Szczaniec,Grain,0,1,1,1,Grasslands,,,,,,,,
2823,Deszczno,Livestock,0,1,1,2,Grasslands,,,,,,,,
2824,Miedzichowo,0,0,1,1,1,Forest,,,,,,,,
2825,Bogdaniec,Grain,0,1,1,1,Grasslands,,,,,,,,
2826,Bledzew,Grain,0,1,1,1,Farmlands,,,,,,,,
2827,Lubiszyn,Chemicals,0,1,1,1,Forest,,,,,,,,
2828,Gorzyca,Grain,0,1,1,1,Grasslands,,,,,,,,
2829,Osno Lubuskie,Lumber,0,1,1,1,Forest,,,,,,,,
2830,Slonsk,Vegetables,0,1,1,1,Floodplains,,,,,,,,
2831,Zielona Gora,Copper,0,31,34,26,High Urban,,,,,,,,
2832,Czerwiensk,Fur,0,1,1,1,Floodplains,,,,,,,,
2833,Skape,Livestock,0,1,1,1,Woods,,,,,,,,
2834,Jerzmanowa,Grain,0,1,1,1,Farmlands,,,,,,,,
2835,Polkowice,Copper,0,8,1,5,Urban,,,,,,,,
2836,Borow,Vegetables,0,1,1,1,Grasslands,,,,,,,,
2837,Ruja,Livestock,0,1,1,1,Grasslands,,,,,,,,
2838,Prochowice,Fur,0,1,1,1,Forest,,,,,,,,
2839,Wroclaw,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,
2840,Scinawa,Fish,0,2,1,1,Grasslands,,,,,,,,
2841,Malczyce,Fish,0,1,1,1,Woods,,,,,,,,
2842,Kudowa-Zdroj,Tourists,0,#N/A,#N/A,#N/A,Hills,,,,,,,,
2843,Kondratowice,Grain,0,1,1,1,Grasslands,,,,,,,,
2844,Niemcza,Tourists,0,1,1,1,Woods,,,,,,,,
2845,Lagiewniki,Sugar,0,1,1,1,Farmlands,,,,,,,,
2846,Lewin Klodzki,Tourists,0,1,1,1,Hills,,,,,,,,
2847,Sobotka,Wine,0,2,1,2,Farmlands,,,,,,,,
2848,Wadroze Wielkie,Grain,0,1,1,1,Farmlands,,,,,,,,
2849,Szczytna,Lumber,0,1,1,1,Hills,,,,,,,,
2850,Jaworzyna Slaska,Ceramics,0,1,1,1,Woods,,,,,,,,
2851,Kostomloty,Grain,0,1,1,1,Farmlands,,,,,,,,
2852,Udanin,Grain,0,1,1,1,Farmlands,,,,,,,,
2853,Dobromierz,Horses,0,1,1,1,Farmlands,,,,,,,,
2854,Nowa Ruda,Coal,0,2,1,2,Hills,,,,,,,,
2855,Boguszow-Gorce,Coal,0,#N/A,#N/A,#N/A,Forest,,,,,,,,
2856,Raba Wyzna,Lumber,0,2,1,2,Woods,,,,,,,,
2857,Jedlina-Zdroj,Beer,0,#N/A,#N/A,#N/A,Hills,,,,,,,,
2858,Swidnica,Grain,0,3,1,3,Farmlands,,,,,,,,
2859,Szczawno-Zdroj,Tourists,0,#N/A,#N/A,#N/A,Forest,,,,,,,,
2860,Bystrzyca Klodzka,Lumber,0,3,1,3,Farmlands,,,,,,,,
2861,Marcinowice,Grain,0,1,1,1,Farmlands,,,,,,,,
2862,Cieplowody,Grain,0,1,1,1,Farmlands,,,,,,,,
2863,Zloty Stok,Gold,0,1,1,1,Hills,,,,,,,,
2864,Jelesnia,0,0,2,1,2,Forest,,,,,,,,
2865,Polanica-Zdroj,Tourists,0,#N/A,#N/A,#N/A,Highlands,,,,,,,,
2866,Klodzko,Grain,0,2,1,3,Farmlands,,,,,,,,
2867,City of Swidnica,Beer,0,9,14,10,Urban,,,,,,,,
2868,Ladek-Zdroj,Tourists,0,1,1,1,Hills,,,,,,,,
2869,Bielawa,Cloth,0,4,2,5,Urban,,,,,,,,
2870,Kamienniec Zakowicki,Horses,0,1,1,1,Farmlands,,,,,,,,
2871,Otmuchow,Fish,0,2,1,2,Marsh,,,,,,,,
2872,Sroda Slaska,Wine,0,3,5,3,Grasslands,,,,,,,,
2873,City of Klodzko,Paper,0,4,5,4,Urban,,,,,,,,
2874,Ziebice,Beer,0,2,1,2,Farmlands,,,,,,,,
2875,Paczkow,Fish,0,1,1,2,Marsh,,,,,,,,
2876,Zakowice Slaskie,Paper,0,3,3,3,Urban,,,,,,,,
2877,Zarow,Grain,0,2,2,2,Farmlands,,,,,,,,
2878,Radkow,Tourists,0,1,1,1,Highlands,,,,,,,,
2879,Walbrzych,Coal,0,21,19,19,Urban,,,,,,,,
2880,Jablonka,Fruits,0,3,1,3,Highlands,,,,,,,,
2881,Malomice,Iron,0,1,1,1,Forest,,,,,,,,
2882,Przemkow,Iron,0,1,1,1,Forest,,,,,,,,
2883,Swiebodzice,Confectionery,0,3,3,4,Urban,,,,,,,,
2884,Gluszyca,Cloth,0,1,1,1,Highlands,,,,,,,,
2885,City of Boleslawiec,Ceramics,0,6,8,7,Urban,,,,,,,,
2886,Warta Boleslawicka,Gold,0,1,1,1,Farmlands,,,,,,,,
2887,Paszowice,Livestock,0,1,1,1,Farmlands,,,,,,,,
2888,Chojnow,Grain,0,1,1,1,Farmlands,,,,,,,,
2889,Maszewo,Livestock,0,1,1,1,Woods,,,,,,,,
2890,Ilowa,Lumber,0,1,1,1,Forest,,,,,,,,
2891,Bogatynia,Coal,0,5,5,4,Urban,,,,,,,,
2892,Kamienna Gora,Grain,0,1,1,1,Farmlands,,,,,,,,
2893,City of Lubin,Copper,0,11,14,12,Urban,,,,,,,,
2894,Marciszow,Livestock,0,1,1,1,Hills,,,,,,,,
2895,Legnickie Pole,Grain,0,1,3,1,Farmlands,,,,,,,,
2896,Bolkow,Cloth,0,1,1,1,Hills,,,,,,,,
2897,City of Zlotoryja,Gold,0,2,2,2,Farmlands,,,,,,,,
2898,Gryfow Slaski,Cloth,0,1,1,1,Woods,,,,,,,,
2899,Lesna,Cloth,0,1,1,1,Hills,,,,,,,,
2900,Bytnica,Mushrooms,0,1,1,1,Forest,,,,,,,,
2901,Brzeznica,Grain,0,1,1,2,Grasslands,,,,,,,,
2902,Niegoslawice,Grain,0,1,1,1,Farmlands,,,,,,,,
2903,Szprotawa,Iron,0,3,2,3,Woods,,,,,,,,
2904,City of Chojnow,Cloth,0,1,2,2,Farmlands,,,,,,,,
2905,Trzebiel,Mushrooms,0,1,1,1,Forest,,,,,,,,
2906,Legnica,Copper,0,20,23,17,Urban,,,,,,,,
2907,Krotoszyce,Grain,0,1,1,1,Farmlands,,,,,,,,
2908,Zawidow,Cloth,0,1,1,1,Farmlands,,,,,,,,
2909,City of Zagan,Wool,0,3,3,4,Urban,,,,,,,,
2910,Gromadka,Tourists,0,1,1,1,Forest,,,,,,,,
2911,Platerowka,Grain,0,1,1,1,Farmlands,,,,,,,,
2912,Myslakowice,Fur,0,1,1,1,Highlands,,,,,,,,
2913,Wojcieszow,Stone,0,1,1,1,Hills,,,,,,,,
2914,Swierzawa,Vegetables,0,1,1,1,Hills,,,,,,,,
2915,Janowice Wielkie,Copper,0,1,1,1,Hills,,,,,,,,
2916,Siekierczyn,Fish,0,1,1,1,Farmlands,,,,,,,,
2917,Luban,Livestock,0,1,1,1,Farmlands,,,,,,,,
2918,Sulikow,Stone,0,1,1,1,Farmlands,,,,,,,,
2919,Kowary,Iron,0,1,1,1,Highlands,,,,,,,,
2920,Lubin,Copper,0,3,1,3,Woods,,,,,,,,
2921,Jelenia Gora,Iron,0,16,15,14,Urban,,,,,,,,
2922,Podgorzyn,Fish,0,1,1,1,Hills,,,,,,,,
2923,City of Zgorzelec,Iron,0,4,4,5,Urban,,,,,,,,
2924,Lubomierz,Wool,0,1,1,1,Farmlands,,,,,,,,
2925,Nowogrodziec,Ceramics,0,2,2,2,Farmlands,,,,,,,,
2926,Zagorzelec,Dairy,0,1,1,1,Farmlands,,,,,,,,
2927,Piensk,Glass,0,1,1,1,Farmlands,,,,,,,,
2928,Osiecznica,Iron,0,1,1,1,Forest,,,,,,,,
2929,Zagan,Lumber,0,1,1,1,Forest,,,,,,,,
2930,Zary,Vegetables,0,2,1,2,Woods,,,,,,,,
2931,City of Gubin,Wine,0,2,2,2,Farmlands,,,,,,,,
2932,Dzierzkowice,Fruits,0,1,1,1,Hills,,,,,,,,
2933,Krosno Ordzasnkie,Fish,0,2,2,3,Woods,,,,,,,,
2934,Jasien,Lumber,0,1,1,1,Woods,,,,,,,,
2935,Wymiarki,Glass,0,1,1,1,Forest,,,,,,,,
2936,Tuplice,Fish,0,1,1,1,Forest,,,,,,,,
2937,Brody,Mushrooms,0,1,1,1,Forest,,,,,,,,
2938,Gozdnica,Ceramics,0,1,1,1,Forest,,,,,,,,
2939,Lipno,0,0,#N/A,#N/A,#N/A,Farmlands,,,,,,,,
2940,Wolow,Livestock,0,4,2,4,Woods,,,,,,,,
2941,Radwanice,Salt,0,1,1,1,Grasslands,,,,,,,,
2942,Swidnica,Livestock,0,#N/A,#N/A,#N/A,Woods,,,,,,,,
2943,Przytoczna,Stone,0,1,1,1,Woods,,,,,,,,
2944,Sulecin,Lumber,0,3,3,2,Forest,,,,,,,,
2945,Kwilcz,0,0,1,1,1,Woods,,,,,,,,
