id,Prov,trade good ,latent trade good,tax,prod,manpower,terrain,Center of Trade,Local Airport,Airport,Border Crossing,Mountain Pass,Isthmus,River Tributary,River Estruary,Satellite City,Training Area
362,Gnojo,Wheat,0,1,1,1,Farmlands, , , , , , , , ,,
363,Ozarow,Chemicals,0,2,1,1,Woods, , , , , , , , ,,
364,Ksiaz Wielki,Maize,0,1,1,1,Grasslands, , , , , , , , ,,
365,Slomniki,Vegetables,0,2,1,2,Grasslands, , , , , , , , ,,
366,Belchatow,Coal,0,2,1,2,Forest, , , , , , , , ,,
367,Wolborz,0,0,1,1,1,Farmlands, , , , , , , , ,,
368,Piotrkow Trybunalski Centrum,0,0,3,3,2,Urban,1, , , , , , , ,,
369,Gniewno,Wheat,0,1,1,1,Farmlands, , , , , , , , ,,
370,Smoldzino,Fish,0,1,1,1,Coastline, , , , , , , , ,,
371,Choczewo,Poultry,0,1,1,1,Woods, , , , , , , , ,,
372,Mielno,Tourists,0,1,1,1,Grasslands, , , , , ,1, , ,,
373,Trzebielno,Lumber,0,1,1,1,Forest, , , , , , , , ,,
374,Kolobrzeg,Fish,0,2,1,2,Grasslands, , , , , , , , ,,
375,Damnica,Fruits,0,1,1,1,Woods, , , , , , , , ,,
376,Kobylnica,Horses,0,2,2,2,Woods, , , , , , , , ,,
377,Inwlodz,0,0,1,1,1,Forest, , , , , , , , ,,
378,Stara Blotnica,0,0,1,1,1,Grasslands, , , , , , , , ,,
379,Przysucha,0,0,1,1,2,Forest, , , , , , , , ,,
380,Wieniawa,0,0,1,1,1,Grasslands, , , , , , , , ,,
381,Gielniow,0,0,1,1,1,Forest, , , , , , , , ,,
382,Poswietne,Lumber,0,1,1,1,Forest, , , , , , , , ,,
383,Deblin,Iron,0,2,2,2,Hills, , , , , , , , ,,
384,Kozienice,0,0,5,5,5,Forest, , , , , , , , ,,
385,Zwolen,0,0,2,1,2,Farmlands, , , , , , , , ,,
386,City of Pulawy,Chemicals,0,8,11,8,Urban, , , , , , , , ,,
387,Skrzydlowiec,0,0,2,2,3,Woods, , , , , , , , ,,
388,Chlewiska,0,0,1,1,1,Forest, , , , , , , , ,,
389,Jastrzab,0,0,1,1,1,Grasslands, , , , , , , , ,,
390,Mirow,0,0,1,1,1,Grasslands, , , , , , , , ,,
391,Markuszow,Fruits,0,1,1,1,Farmlands, , , , , , , , ,,
392,City of Pionki,0,0,2,2,3,Forest, , , , , , , , ,,
393,Maciejowice,Vegetables,0,1,1,1,Woods, , , , , , , , ,,
394,Garbatka-Letnisko,0,0,#N/A,#N/A,#N/A,Forest, , , , , , , , ,,
395,Gniewoszow,0,0,1,1,1,Farmlands, , , , , , , , ,,
396,Policzna,0,0,1,1,1,Farmlands, , , , , , , , ,,
397,Kazimierz Dolny,Tourists,0,1,1,1,Floodplains, , , , , , , , ,,
398,Wilkow,Beer,0,1,1,1,Farmlands, , , , , , , , ,,
399,Poniatowa,Iron,0,2,1,2,Woods, , , , , , , , ,,
400,Laziska,Mushrooms,0,1,1,1,Forest, , , , , , , , ,,
401,Rzeczniow,0,0,1,1,1,Farmlands, , , , , , , , ,,
402,Wachock,Tourists,0,1,1,1,Farmlands, , , , , , , , ,,
403,Opole Lubelskie,Dairy,0,2,1,3,Woods, , , , , , , , ,,
404,Wawolnica,Tourists,0,1,1,1,Hills, , , , , , , , ,,
405,Potworow,0,0,1,1,1,Grasslands, , , , , , , , ,,
406,Warta,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , ,1, , ,,
407,Kalisz Centrum,Tourists, ,2,3,2,Urban,2, , , , , , , ,,
408,City of Kutno,Iron,0,6,12,7,Urban,1, , , , , , , ,,
409,Daszyna,Stone,0,1,1,1,Farmlands, , , , , , , , ,,
410,City of Leczyca,Iron,0,2,3,2,Grasslands,1, , , , , , , ,,
411,Olszowka,Wheat,0,1,1,1,Farmlands, , , , , , , , ,,
412,Ahvaz,Poultry,0,1,1,1,Farmlands, , , , , , , , ,,
413,Krzyzanow,Barley,0,1,1,1,Farmlands, , , , , , , , ,,
414,Sieradz,Metalworking,0,1,1,2,Grasslands, , , , , , , , ,,
415,Peczniew,0,0,1,1,1,Grasslands, , , , , , , , ,,
416,Zadzim,0,0,1,1,1,Grasslands, , , , , , , , ,,
417,Konopnica,Triticale,0,2,1,2,Farmlands, , , , , , , , ,,
418,Stare Miasto,0,0,2,2,2,Grasslands, , , , , , , , ,,
419,Wladyslawow,0,0,1,1,1,Woods, , , , , , , , ,,
420,Mycelin,0,0,1,1,1,Woods, , , , , , , , ,,
421,Cekow-Kolonia,0,0,1,1,1,Grasslands, , , , , , , , ,,
422,Kraszewice,0,0,1,1,1,Woods, , , , , , , , ,,
423,Rusiec,Coal,0,1,1,1,Woods, , , , , , , , ,,
424,Grabow,Vegetables,0,1,1,1,Farmlands, , , , , , , , ,,
425,Ryki,Fruits,0,3,2,3,Farmlands, , , , , , , , ,,
426,City of Zdunska Wola,Cloth,0,5,8,7,Urban,1, , , , , , , ,,
427,City of Lowicz,Fruits,0,4,5,4,Grasslands,2, , , , , , , ,,
428,Buczek,Mushrooms,0,1,1,1,Grasslands, , , , , , , , ,,
429,Lyszkowice,Fish,0,1,1,1,Grasslands, , , , , , , , ,,
430,Szczawin Koscielny,0,0,1,1,1,Grasslands, , , , , , , , ,,
431,jezow,Vegetables,0,1,1,1,Farmlands, , , , , , , , ,,
432,Slupia,Maize,0,#N/A,#N/A,#N/A,Farmlands, , , , , , , , ,,
433,Ilow,0,0,1,1,1,Farmlands, , , , , , , , ,,
434,Rawa Mazowiecka,0,0,1,1,1,Farmlands, , , , , , , , ,,
435,Sucha,0, ,1,1,1,Grasslands, , , , , , , , ,,
436,DrzonkĂłw,0, ,1,1,1,Grasslands, , , , , , , , ,,
437,Sabine,0,0,1,1,1,Grasslands, , , , , , , , ,,
438,Jedrzychow,0, ,1,1,1,Grasslands, , , , , , , , ,,
439,Rudka,Cattle,0,1,1,1,Forest, , , , , , , , ,,
440,Bocki,Vegetables,0,1,1,1,Woods, , , , , , , , ,,
441,Czestochowa Stare Miasto,Tourists, ,5,5,4,Urban,2, , , , , , , ,,
442,Domanice,Triticale,0,1,1,1,Grasslands, , , , , , , , ,,
443,Ciechanowiec,Lumber,0,1,1,1,Woods, , , , , , , , ,,
444,Skorzec,0,0,1,1,1,Grasslands, , , , , , , , ,,
445,Piastowskie,0, ,1,1,1,Grasslands, , , , , , , , ,,
446,Kocierzew Poludniwoy,Triticale,0,1,1,1,Farmlands, , , , , , , , ,,
447,Rzeczyca,0,0,1,1,1,Grasslands, , , , , , , , ,,
448,Bialobrzegi,0,0,1,1,1,Grasslands, , , , , , , , ,,
449,Nowa Sucha,0,0,1,1,1,Farmlands, , , , , , , , ,,
450,Wysmierzyce,Wheat,0,1,1,1,Woods, , , , , , , , ,,
451,Sadkowice,0,0,1,1,1,Farmlands, , , , , , , , ,,
452,City of Radzyn Polaski,Metalworking,0,2,3,2,Grasslands,1, , , , , , , ,,
453,Kaluszyn,0,0,1,1,1,Grasslands, , , , , , , , ,,
454,Mrozy,0,0,1,1,1,Grasslands, , , , , , , , ,,
455,Dziadkowice,Fur,0,1,1,1,Woods, , , , , , , , ,,
456,Bielsk Podlaski,Triticale,0,1,1,1,Farmlands, , , , , , , , ,,
457,Krzywda,Stone,0,1,1,1,Woods, , , , , , , , ,,
458,Stoczek Lukowski,Fruits,0,1,1,1,Farmlands, , , , , , , , ,,
459,Wiazowna,0,0,3,4,2,Grasslands, , , , , , , , ,,
460,City of Stoczek Lukowski,Triticale,0,1,1,1,Farmlands, , , , , , , , ,,
461,Grebkow,Apiculture,0,1,1,1,Grasslands, , , , , , , , ,,
462,Szczytniki,0,0,1,1,1,Farmlands, , , , , , , , ,,
463,Grabow nad Pilica,0,0,1,1,1,Forest, , , , , , , , ,,
464,Jablonna,0,0,#N/A,#N/A,#N/A,Forest, , , , , , , , ,,
465,Ulez,Fruits,0,1,1,1,Farmlands, , , , , , , , ,,
466,City of Sochaczew,0,0,5,8,6,Urban, , , , , , , , ,,
467,Halinow,0,0,3,1,3,Grasslands, , , , , , , , ,,
468,lesznowola,0,0,8,7,6,Urban,1, , , , , , , ,,
469,Sochaczew,0,0,2,1,2,Grasslands, , , , , , , , ,,
470,Poswietne,0,0,#N/A,#N/A,#N/A,Forest, , , , , , , , ,,
471,Grodek,Fur,0,1,1,1,Forest, , , ,1, , , , ,,
472,Stanislawow,0,0,1,1,1,Grasslands, , , , , , , , ,,
473,City of Minsk Mazowiecki,0,0,7,7,7,Urban,1, , , , , , , ,,
474,Kobylka,0,0,5,2,5,Grasslands, , , , , , , , ,,
475,Ceglow,0,0,1,1,1,Grasslands, , , , , , , , ,,
476,Orla,Triticale,0,1,1,1,Farmlands, , , , , , , , ,,
477,Mokobody,0,0,1,1,1,Grasslands, , , , , , , , ,,
478,Bielany,0,0,1,1,1,Grasslands, , , , , , , , ,,
479,Narewka,Lumber,0,1,1,1,Forest, , , , , , , , ,,
480,Czarna Bialostocka,Iron,0,1,1,2,Forest, , , , , , , , ,,
481,Trzycinsko-Zdroj,Tourists,0,1,1,1,Woods, , , , , , , , ,,
482,Poniec,0,0,1,1,1,Farmlands, , , , , , , , ,,
483,Jemielno,Mushrooms,0,1,1,1,Forest, , , , , , , , ,,
484,Trzemeszno,0,0,2,2,2,Farmlands, , , , , , , , ,,
485,Santok,Fruits,0,1,1,1,Grasslands, , , , , , ,1, ,,
486,Lipiany,Fruits,Electronics,1,1,1,Farmlands, , , , , , , , ,,
487,Krzemieniewo,0,0,1,1,1,Farmlands, , , , , , , , ,,
488,Lubowo,Lumber,0,1,1,1,Farmlands, , , , , , , , ,,
489,City of Gniezno,Glass,0,10,12,12,Urban,2, , , , , , , ,,
490,Krzywin,0,0,1,1,1,Farmlands, , , , , , , , ,,
491,Kargowa,Beer,0,1,1,1,Grasslands, , , , , ,1, , ,,
492,Koscian,0,0,2,2,2,Farmlands, , , , , , , , ,,
493,Brodnica,0,0,#N/A,#N/A,#N/A,Farmlands, , , , , , , , ,,
494,Kiszkowo,Wheat,0,1,1,1,Farmlands, , , , , , , , ,,
495,Murwoana Goslina,0,0,2,2,3,Forest, , , , , , , , ,,
496,Czerwonak,0,0,4,5,5,Forest, , , , , , , , ,,
497,Suchy Las,0,0,5,6,3,Woods, , , , , , , , ,,
498,ĹĂłĹĽyckie,0, ,1,1,1,Grasslands, , , , , , , , ,,
499,Rokietnica,0,0,#N/A,#N/A,#N/A,Woods, , , , , , , , ,,
500,Dopiewo,0,0,6,4,6,Urban, , , , , , , , ,,
501,Poznan Stare Miasto,Tourists, ,8,6,6,High Urban,3, ,1, , , , , ,,
502,Grebocice,Barley,0,1,1,1,Farmlands, , , , , , , , ,,
503,Jablon,Lumber,0,1,1,1,Woods, , , , , , , , ,,
504,Ostrowek,Amber,0,1,1,1,Farmlands, , , , , , , , ,,
505,Spiczyn,Maize,0,1,1,1,Grasslands, , , , , , , , ,,
506,Chrzanow,Maize,0,1,1,1,Farmlands, , , , , , , , ,,
507,City of Miedzyrec Podlaski,Stone,0,2,3,2,Grasslands,1, , , , , , , ,,
508,Wojciechow,Iron,0,1,1,1,Farmlands, , , , , , , , ,,
509,Stara Kornica,0,0,1,1,1,Farmlands, , , , , , , , ,,
510,Janow Podlaski,Horses,0,1,1,1,Farmlands, , , , , , , , ,,
511,Grodzisko Dolne,Triticale,0,1,1,1,Hills, , , , , , , , ,,
512,Bychawa,Iron,0,1,1,2,Farmlands, , , , , , , , ,,
513,Swidnik,Iron,0,#N/A,#N/A,#N/A,Urban, , ,1, , , , , ,,
514,City of Lubartow,Paper,0,3,5,3,Farmlands,1, , , , , , , ,,
515,Gac,Triticale,0,1,1,1,Farmlands, , , , , , , , ,,
516,Podedworze,Maize,0,1,1,1,Farmlands, , , , , , , , ,,
517,Przeworsk,Oil,0,2,1,2,Farmlands, , , , , , , , ,,
518,Siemien,Amber,0,1,1,1,Farmlands, , , , , , , , ,,
519,Piaski,Horses,0,1,1,1,Farmlands, , , , , , , , ,,
520,Radecznica,Apiculture,0,1,1,1,Hills, , , , , , , , ,,
521,Hyze,Ceramics,0,1,1,1,Hills, , , , , , , , ,,
522,City of Bilgoraj,Cloth,0,3,5,4,Farmlands,1, , , , , , , ,,
523,Czarna,Lumber,0,#N/A,#N/A,#N/A,Forest, , , , , , , , ,,
524,Wilkolaz,Wheat,0,1,1,1,Highlands, , , , , , , , ,,
525,Zakrzew,Maize,0,2,1,2,Farmlands, , , , , , , , ,,
526,Sosnowka,Mushrooms,0,1,1,1,Forest, , , , , , , , ,,
527,Zarzecze,Vegetables,0,1,1,1,Farmlands, , , , , , , , ,,
528,Wohyn,Paper,0,1,1,1,Farmlands, , , , , , , , ,,
529,Milejow,Fruits,0,1,1,1,Grasslands, , , , , , , , ,,
530,Uscimow,Fish,0,1,1,1,Grasslands, , , , , , , , ,,
531,Besko,Lumber,0,1,1,1,Highlands, , , , , , , , ,,
532,Cycow,Vegetables,0,1,1,1,Farmlands, , , , , , , , ,,
533,Wiazownica,Mushrooms,0,1,1,2,Woods, , , , , , , , ,,
534,Brzozie,Tourists,0,1,1,1,Grasslands, , , , , , , , ,,
535,Rachanie,Poultry,0,1,1,1,Grasslands, , , , , , , , ,,
536,Dydnia,Wine,0,1,1,1,Hills, , , , , , , , ,,
537,Tyszowice,Vegetables,0,1,1,1,Farmlands, , , , , , , , ,,
538,City of Przasnysz,0,0,2,3,3,Grasslands, ,1, , , , , , ,,
539,Dorohusk,Vegetables,0,1,1,1,Marsh, , , ,1, , , , ,,
540,Rozwienica,Stone,0,1,1,1,Woods, , , , , , , , ,,
541,Lesniowice,Fruits,0,1,1,1,Farmlands, , , , , , , , ,,
542,Adamow,Fur,0,#N/A,#N/A,#N/A,Forest, , , , , , , , ,,
543,Siennica Rozana,Hemp,0,1,1,1,Farmlands, , , , , , , , ,,
544,Stary Brus,Barley,0,1,1,1,Farmlands, , , , , , , , ,,
545,Krasnystaw,Dairy,0,1,1,1,Farmlands, , , , , , , , ,,
546,Gorzkow,Sugar,0,1,1,1,Farmlands, , , , , , , , ,,
547,City of Zamosc,Lumber,0,15,12,11,Urban,2, , , , , , , ,,
548,Sieniawa,Lumber,0,1,1,1,Forest, , , , , , , , ,,
549,Krasniczyn,Fruits,0,1,1,1,Farmlands, , , , , , , , ,,
550,Belgia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
551,Tuczna,Horses,0,1,1,1,Farmlands, , , , , , , , ,,
552,Izbica,Chemicals,0,1,1,1,Farmlands, , , , , , , , ,,
553,Zacisze,0, ,1,1,1,Grasslands, , , , , , , , ,,
554,Trzebownisko,Vegetables,0,4,7,4,Farmlands, , ,1, , , , , ,,
555,Gorzno,Triticale,0,#N/A,#N/A,#N/A,Forest, , , , , , , , ,,
556,Rakszawa,Poultry,0,1,1,1,Grasslands, , , , , , , , ,,
557,Zjednoczenia,0, ,1,1,1,Grasslands, , , , , , , , ,,
558,Batorego,0, ,1,1,1,Grasslands, , , , , , , , ,,
559,Turobin,Maize,0,1,1,1,Farmlands, , , , , , , , ,,
560,Strumykowa,0, ,1,1,1,Grasslands, , , , , , , , ,,
561,Slowackiego,0, ,1,1,1,Grasslands, , , , , , , , ,,
562,Keplera,0, ,1,1,1,Grasslands, , , , , , , , ,,
563,Braniborskie,0, ,1,1,1,Grasslands, , , , , , , , ,,
564,Wazow,0, ,1,1,1,Grasslands, , , , , , , , ,,
565,Ciechomice, , ,2,2,1,Grasslands, , , , , , , , ,,
566,GĂłry,0, ,2,2,1,Grasslands, , , , , , , , ,,
567,Pradolina WisĹ‚y,0, ,2,2,1,Grasslands, , , , , , , , ,,
568,Radziwie,0, ,2,2,1,Grasslands, , , , , , , , ,,
569,Wlodawa,Tourists,0,1,1,1,Forest, , , , , , , , ,,
570,PĹ‚ock Winiary,0, ,2,2,1,Grasslands, , , , , , , , ,,
571,Podolszyce,0, ,2,2,1,Grasslands, , , , , , , , ,,
572,Uchanie,Barley,0,1,1,1,Farmlands, , , , , , , , ,,
573,Borowiczki-Imielnica,0, ,2,2,1,Grasslands, , , , , , , , ,,
574,Trzepowo,0, ,2,2,1,Grasslands, , , , , , , , ,,
575,Trzebieszow,Mushrooms,0,1,1,1,Woods, , , , , , , , ,,
576,Huszlew,0,0,1,1,1,Farmlands, , , , , , , , ,,
577,Bledow,0,0,1,1,1,Farmlands, , , , , , , , ,,
578,Konopnica,0,0,#N/A,#N/A,#N/A,Grasslands, , , , , , , , ,,
579,PKN Orlen-Tereny przemyslowe,0, ,2,2,1,Grasslands, , , , , , , , ,,
580,Miodowa Skarpa,0, ,2,2,1,Grasslands, , , , , , , , ,,
581,Kochanowskiego,0, ,2,2,1,Grasslands, , , , , , , , ,,
582,Raduszka,0, ,2,2,1,Grasslands, , , , , , , , ,,
583,Lubiatowo,0, ,2,2,1,Grasslands, , , , , , , , ,,
584,Jamno-Ĺabusz,0, ,2,2,1,Grasslands, , , , , , , , ,,
585,KotarbiĹ„skiego,0, ,2,2,1,Grasslands, , , , , , , , ,,
586,Morskie,0, ,2,2,1,Grasslands, , , , , , , , ,,
587,Nowobramskie,0, ,2,2,1,Grasslands, , , , , , , , ,,
588,Rokosowo,0, ,2,2,1,Grasslands, , , , , , , , ,,
589,Bukowe-Jedliny,0, ,2,2,1,Grasslands, , , , , , , , ,,
590,Os.LechitĂłw,0, ,2,2,1,Grasslands, , , , , , , , ,,
591,Zawodzie, , ,1,1,1,Grasslands, , , , , , , , ,,
592,Zatorze,0, ,1,1,1,Grasslands, , , , , , , , ,,
593,Warszawskie Przedmiescie,0, ,1,1,1,Grasslands, , , , , , , , ,,
594,LeszkĂłw,0, ,1,1,1,Grasslands, , , , , , , , ,,
595,Jelenia Dolina,0, ,1,1,1,Grasslands, , , , , , , , ,,
596,Krasny Las,0, ,1,1,1,Grasslands, , , , , , , , ,,
597,Zajazd,0, ,1,1,1,Grasslands, , , , , , , , ,,
598,Rubno,0, ,1,1,1,Grasslands, , , , , , , , ,,
599,BaĹĽantowo,0, ,1,1,1,Grasslands, , , , , , , , ,,
600,Stagniewo,0, ,1,1,1,Grasslands, , , , , , , , ,,
601,DÄ…browa,0, ,1,1,1,Grasslands, , , , , , , , ,,
602,Kamionka,Barley,0,1,1,1,Grasslands, , , , , , , , ,,
603,ZdrĂłj,0, ,1,1,1,Grasslands, , , , , , , , ,,
604,Winnica,0,0,1,1,1,Grasslands, , , , , , , , ,,
605,Kopernika,0, ,1,1,1,Grasslands, , , , , , , , ,,
606,JagniÄ…tkĂłw,Tourists, ,1,1,1,Mountain, , , , , , , , ,,
607,SobieszĂłw,Tourists, ,1,1,1,Hills, , , , , , , , ,,
608,Cieplice ĹšlÄ…skie-ZdrĂłj,Tourists, ,3,2,1,Urban, , , , , , , , ,,
609,Goduszyn,Paper,Electronics,1,1,1,Farmlands, , , , , , , , ,,
610,Zabobrze,Metalworking,Electronics,2,2,2,Urban, , , , , , , , ,,
611,Strupice,Consumer Goods, ,1,1,1,Urban, , , , , , , , ,,
612,Maciejowa,Lumber,Woodworking,1,1,1,Woods, , , , , , , , ,,
613,Czarna,Stone, ,1,1,1,Farmlands, , , , , , , , ,,
614,Glinik, , ,2,1,1,Grasslands, , , , , , , , ,,
615,SobiÄ™cin,0, ,2,1,1,Grasslands, , , , , , , , ,,
616,BiaĹ‚y KamieĹ„,0, ,2,1,1,Grasslands, , , , , , , , ,,
617,Rusinowa-Kozice,0, ,2,1,1,Grasslands, , , , , , , , ,,
618,Stary ZdrĂłj,0, ,2,1,1,Grasslands, , , , , , , , ,,
619,Piaskowa GĂłra,0, ,2,1,1,Grasslands, , , , , , , , ,,
620,PoniatĂłw,0, ,2,1,1,Grasslands, , , , , , , , ,,
621,LubiechĂłw,0, ,2,1,1,Grasslands, , , , , , , , ,,
622,Szczawienko,0, ,2,1,1,Grasslands, , , , , , , , ,,
623,Mikuszowice ĹšlÄ…skie, , ,2,3,2,Grasslands, , , , , , , , ,,
624,Stare Bielsko,0, ,2,3,2,Grasslands, , , , , , , , ,,
625,Wapienica,0, ,2,3,2,Grasslands, , , , , , , , ,,
626,Kamienica,Lumber,0,2,3,2,Highlands, , , , , , , , ,,
627,Komorowice ĹšlÄ…skie,0, ,2,3,2,Grasslands, , , , , , , , ,,
628,Komorowice Krakowskie,0, ,2,3,2,Grasslands, , , , , , , , ,,
629,HaĹ‚cnĂłw,0, ,2,3,2,Grasslands, , , , , , , , ,,
630,Lipnik,Wheat,0,2,3,2,Farmlands, , , , , , , , ,,
631,Mikuszowice,0, ,2,3,2,Grasslands, , , , , , , , ,,
632,Straconka,0, ,2,3,2,Grasslands, , , , , , , , ,,
633,Leszczyny,0, ,2,3,2,Grasslands, , , , , , , , ,,
634,BiaĹ‚a Krakowska,0, ,2,3,2,Grasslands, , , , , , , , ,,
635,Dolne PrzedmieĹ›cie,0, ,2,3,2,Grasslands, , , , , , , , ,,
636,MaĹ‚yszyn, , ,3,3,2,Grasslands, , , , , , , , ,,
637,ChwalÄ™cice,0, ,3,3,2,Grasslands, , , , , , , , ,,
638,Osiedle Sady,0, ,3,3,2,Grasslands, , , , , , , , ,,
639,Janice,0, ,3,3,2,Grasslands, , , , , , , , ,,
640,Zawarcie,0, ,3,3,2,Grasslands, , , , , , , , ,,
641,Zakanale,0, ,3,3,2,Grasslands, , , , , , , , ,,
642,Siedlice,0, ,3,3,2,Grasslands, , , , , , , , ,,
643,Nadrzecze, , ,2,2,1,Grasslands, , , , , , , , ,,
644,Zatorze,0, ,2,2,1,Grasslands, , , , , , , , ,,
645,Ĺ»wirownia,0, ,2,2,1,Grasslands, , , , , , , , ,,
646,Ryczewo,0, ,2,2,1,Grasslands, , , , , , , , ,,
647,Strzelnica,0, ,2,2,1,Grasslands, , , , , , , , ,,
648,BohaterĂłw Westerplatte/Jednostka wojskowa?,0, ,2,2,1,Grasslands, , , , , , , , ,,
649,Osiedle Akademickie,0, ,2,2,1,Grasslands, , , , , , , , ,,
650,Osiedle SĹ‚owiĹ„skie,0, ,2,2,1,Grasslands, , , , , , , , ,,
651,Mniszek, , ,2,1,1,Grasslands, , , , , , , , ,,
652,MiĹ‚olas,0, ,2,1,1,Grasslands, , , , , , , , ,,
653,Szpital,0, ,2,1,1,Grasslands, , , , , , , , ,,
654,Rynek,0, ,2,1,1,Grasslands, , , , , , , , ,,
655,Owczarki,0, ,2,1,1,Grasslands, , , , , , , , ,,
656,Tarpno,0, ,2,1,1,Grasslands, , , , , , , , ,,
657,Lotnisko,0, ,2,1,1,Grasslands, , , , , , , , ,,
658,Targowisko,0, ,2,1,1,Grasslands, , , , , , , , ,,
659,ZachĂłd PrzemysĹ‚owy, , ,2,2,1,Grasslands, , , , , , , , ,,
660,ZawiĹ›le,0, ,2,2,1,Grasslands, , , , , , , , ,,
661,Agricola,0, ,2,2,1,Grasslands, , , , , , , , ,,
662,Michelin,0, ,2,2,1,Grasslands, , , , , , , , ,,
663,Rybnica,0, ,2,2,2,Grasslands, , , , , , , , ,,
664,WschĂłd LeĹ›ny,0, ,2,2,1,Grasslands, , , , , , , , ,,
665,PoĹ‚udnie,0, ,2,2,1,Grasslands, , , , , , , , ,,
666,Hel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
667,Graniczna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
668,PÄ…tnĂłw, , ,1,1,1,Grasslands, , , , , , , , ,,
669,DÄ…browice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
670,Maliniec,0, ,1,1,1,Grasslands, , , , , , , , ,,
671,GosĹ‚awice,0, ,1,1,1,Grasslands, , , , , , , , ,,
672,LaskĂłwiec,0, ,1,1,1,Grasslands, , , , , , , , ,,
673,ZakĹ‚adowa,0, ,1,1,1,Grasslands, , , , , , , , ,,
674,ChorzeĹ„,0, ,1,1,1,Grasslands, , , , , , , , ,,
675,MorzysĹ‚aw,0, ,1,1,1,Grasslands, , , , , , , , ,,
676,WilkĂłw,0, ,1,1,1,Grasslands, , , , , , , , ,,
677,Zatorze,0, ,1,1,1,Grasslands, , , , , , , , ,,
678,Meszcze,Cloth, ,3,3,2,Forest, , , , , , , , ,,
679,Szczekanica,Cattle, ,3,3,2,Grasslands, , , , , , , , ,,
680,Osiedle GĂłrne,Metalworking,Vehicles,3,3,3,Urban, , , , , , , , ,,
681,Osiedle Piastowskie,Iron, ,3,3,3,Urban, , , , , , , , ,,
682,Rawka,Lumber, ,1,1,1,Forest, , , , , , , , ,,
683,Bajkowa,Vegetables,Processed Food,1,1,1,Urban, , , , , , , , ,,
684,Makowska,Metalworking,Vehicles,2,1,1,Urban, , , , , , , , ,,
685,Mazowiecka,Vegetables, ,1,1,1,Urban, , , , , , , , ,,
686,WielowieĹ›,Barley, ,1,1,1,Farmlands, , , , , , , , ,,
687,Zwierzyniec,Beer,0,1,1,1,Forest, , , , , , , , ,,
688,PodĹ‚Ä™ĹĽe,Lumber, ,1,1,1,Woods, , , , , , , , ,,
689,NagnajĂłw,Sulfur, ,2,1,1,Urban, , , , , , , , ,,
690,KajmĂłw,Fish, ,1,1,1,Floodplains, , , , , , , , ,,
691,BiaĹ‚a GĂłra,Lumber, ,1,1,1,Hills, , , , , , , , ,,
692,Podchoiny,Sulfur, ,1,1,1,Woods, , , , , , , , ,,
693,SobĂłw,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A, , , , , , , , ,,
694,Nowa Osada,Consumer Goods, ,2,2,1,Urban, , , , , , , , ,,
695,Zamczysko,Pigs, ,2,2,1,Hills, , , , , , , , ,,
696,KarolĂłwka,Poultry, ,2,2,2,Farmlands, , , , , , , , ,,
697,KliĹ„skiego,Lumber,Woodworking,2,2,2,Urban, , , , , , , , ,,
698,Majdan,Horses, ,3,2,2,Grasslands, , , , , , , , ,,
699,Wygon,Consumer Goods, ,2,1,1,Farmlands, , , , , , , , ,,
700,BieĹ‚awin,Dairy, ,2,3,2,Urban, , , , , , , , ,,
